zona_division_politico_adminisrativa;nombre_zona;nit;dane_anterior;dane_establecimiento;consecutivo_dane;nombre_sede;tipo_sede;comuna;nombre_comuna;nucleo;numero_oficial;prestacion_servicio;sector;zona_sineb;zona_georeferenciado;barrio;vereda;direccion_sede;telefono_sede;ano_registro
2;ZONA NOROCCIDENTAL;"";305001024723;305001024723;30500102472301;CENTRO EDUCATIVO Y CULTURAL SENDEROS DEL SABER;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;DOCE DE OCTUBRE No2;0;CL 100 76 D 45;4723589;2022.0
2;ZONA NOROCCIDENTAL;"";305001024731;305001024731;30500102473101;CENTRO EDUCATIVO CHISPITAS ALEGRES;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;López de  Mesa;0;CR 72 80 26;2578538;2022.0
6;ZONA SUROCCIDENTAL;"";305001024740;305001024740;30500102474001;CENTRO EDUCATIVO APRENDIENDO A APRENDER;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;IND CR 81 A # 30 AA 66;3539801;2022.0
2;ZONA NOROCCIDENTAL;"";305001024791;305001024791;30500102479101;CENTRO EDUCATIVO LA ABEJITA;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;LUIS LOPES DE MESA;0;CR 74 83 04;4373610;2022.0
2;ZONA NOROCCIDENTAL;"";305001024821;305001024821;30500102482101;HOGAR INFANTIL BRISAS DE ROBLEDO;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CR 88 92 C 165;4781022;2022.0
3;ZONA CENTRO ORIENTAL;"";305001024847;305001024847;30500102484701;CENTRO EDUCATIVO APRENDIENDO JUNTOS;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;ALEJANDRO ECHAVARRÍA;0;CR 12 49 37;2211914;2022.0
6;ZONA SUROCCIDENTAL;"";305001024863;305001024863;30500102486301;COLEGIO LOS ARCANGELES;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA FÉ;0;CL 18 65 G 71;3160431;2022.0
6;ZONA SUROCCIDENTAL;"";305001024928;305001024928;30500102492801;PREESCOLAR POLDI;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;MAYORCA;0;CL 2 65 B 20;2855572;2022.0
6;ZONA SUROCCIDENTAL;"";305001024936;305001024936;30500102493601;CENTRO EDUCATIVO NUESTRA SEÑORA DE FATIMA;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;FÁTIMA;0;CL 32 F 65 B 79;2650941;2022.0
6;ZONA SUROCCIDENTAL;"";305001024944;305001024944;30500102494401;CENTRO EDUCATIVO LUIS JAVIER VILLA;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;FÁTIMA;0;CR 65 A 32 D 26;2354281;2022.0
6;ZONA SUROCCIDENTAL;"";305001025029;305001025029;30500102502901;CENTRO EDUCATIVO CLARA MARIA;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CAPILLA;Sector Central;KR 83 41 S 89;5875769;2022.0
6;ZONA SUROCCIDENTAL;"";305001025037;305001025037;30500102503701;CENTRO EDUCATIVO SEMILLAS DE ESPERANZA;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;0;NO OFICIAL;No Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CL 37 SUR 65 D 141;286 01 09;2022.0
6;ZONA SUROCCIDENTAL;"";305001025045;305001025045;30500102504501;CENTRO EDUCATIVO PASITOS TRAVIESOS;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;0;NO OFICIAL;No Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CL 114 6 132;2860333;2022.0
2;ZONA NOROCCIDENTAL;"";305001025100;305001025100;30500102510001;JARDIN INFANTIL HUELLITAS DE ANGELES;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CL 64 A 94 A 28;5836487;2022.0
1;ZONA NORORIENTAL;"";305001025118;305001025118;30500102511801;CENTRO EDUCATIVO SOL Y LUNA;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;ARANJUEZ;0;CR 53 95 64 y CR  53  95-96;2364559;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001025134;305001025134;30500102513401;CENT PRECOZ LA ALEGRIA DEL SABER;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA AMÉRICA;0;CR 90 A 43 42;2531923;2022.0
1;ZONA NORORIENTAL;"";305001025142;305001025142;30500102514201;CENTRO EDUCATIVO CONDUCIENDO LA NIÑEZ;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;ARANJUEZ;0;CR 50 A 91 24;5225095;2022.0
6;ZONA SUROCCIDENTAL;"";305001025151;305001025151;30500102515101;CENTRO EDUCATIVO MIS ENCANTOS;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;CR 86 32 85;4385858;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025185;305001025185;30500102518501;COLEGIO BASICO CAMINO DE PAZ;PRINCIPAL;8;VILLA HERMOSA;924;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LLANADITAS;0;CL 59 C 19 56;2394136-2390768;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025193;305001025193;30500102519301;UNION PROFESIONAL PARA LA EDUCACION Y EL TRABAJO UPET;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOSTON;0;CL 49 38 86;2168701  2171796;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025223;305001025223;30500102522301;CENTRO INFANTIL ANGELITOS DEL SABER;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS CERROS EL VERGEL;0;CR 17 C 46 A 16;2260011 / 3194778038;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025258;305001025258;30500102525801;COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;rural;LA CANDELARIA;0;CR 46 40 B 50;5699090 EXT 342 guillermo;2022.0
4;ZONA CENTRO OCCIDENTAL;63365202-7;305001025274;305001025274;30500102527401;CENTRO EDUCATIVO INFANTIL MI TESORO;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;VELODROMO;0;CL 47 D 78 A 25;3155204219;2022.0
6;ZONA SUROCCIDENTAL;"";305001025291;305001025291;30500102529101;CENTRO EDUCATIVO BOTERO;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS PLAYAS;0;CL 11 71 31;3433677;2022.0
6;ZONA SUROCCIDENTAL;"";305001025312;305001025312;30500102531201;CENTRO EDUCATIVO SANTA JUANA;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;CL 20 72 25;2562456;2022.0
6;ZONA SUROCCIDENTAL;"";305001025339;305001025339;30500102533901;CENTRO EDUCATIVO  ABEJITAS LABORIOSAS;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;KR 72 22 47;3434157;2022.0
5;ZONA SURORIENTAL;"";305001025363;305001025363;30500102536301;CENTRO EDUCATIVO LOS DELFINES;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL POBLADO;0;CL 12 SUR 15 45;3170760;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001025371;305001025371;30500102537101;JARDIN INFANTIL LOS LAURELES;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;CR 73 40 12;413 58 15;2022.0
1;ZONA NORORIENTAL;"";305001025436;305001025436;30500102543601;CENTRO EDUCATIVO PANDORA;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;ARANJUEZ;0;CR 49 A 94 75;2581037;2022.0
1;ZONA NORORIENTAL;"";305001025444;305001025444;30500102544401;CENTRO INTEGRAL EDUCATIVO ALEGRES Y TRAVIESOS;PRINCIPAL;4;ARANJUEZ;917;0;NO OFICIAL;No Oficial;URBANA;Urbana;CAMPO VALDÉS No 1;0;CL 79 49 11;2120502;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025479;305001025479;30500102547901;JARDIN INFANTIL SOLECITOS;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;CATALUÑA;0;CL 42 A 21 59;2217322;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025487;305001025487;30500102548701;CENTRO EDUCATIVO CAICEDO;PRINCIPAL;8;VILLA HERMOSA;924;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL PINAL;0;CR 25 AB 54 24;2210125;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025509;305001025509;30500102550901;CENTRO EDUCATIVO CHISPITAS DEL SABER;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA MILAGROSA;0;CR 23 40 76;2696998;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025568;305001025568;30500102556801;CENTRO DE ESTUDIOS MULTITECNICO;PRINCIPAL;10;LA CANDELARIA;928;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CR 47 53 45;2935559;2022.0
3;ZONA CENTRO ORIENTAL;811046498.4;305001025576;305001025576;30500102557601;INSTITUCION EDUCATIVA JUAN SEBASTIAN DE CENSA;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CL 51 43 83;4445556;2022.0
6;ZONA SUROCCIDENTAL;"";305001025592;305001025592;30500102559201;COLEGIO EMPRESARIAL;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CL 42 SUR 69 A 58;4444262 EXT 202 - 3767266;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001025606;305001025606;30500102560601;CIBERCOLEGIO UCN;PRINCIPAL;10;LA CANDELARIA;928;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CL 52 47 42;5143144-6051535;2022.0
1;ZONA NORORIENTAL;"";305001025622;305001025622;30500102562201;CENTRO EDUCATIVO NUEVO AMANECER;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;CARAMBOLAS;0;CR 22B   87 48;528 63 66;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025631;305001025631;30500102563101;CENTRO EDUCATIVO HUELLITAS CREATIVAS #1;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA MILAGROSA;0;KR 30 41 45;2693871;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025657;305001025657;30500102565701;CENTRO EDUCATIVO DE COMPUTO EMPRESARIAL PARA EL TRABAJO - CINDECOMPUTO;PRINCIPAL;10;LA CANDELARIA;927;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;VILLA NUEVA;0;CL 56 N° 43 55;4442695-2162695-2180198;2022.0
2;ZONA NOROCCIDENTAL;"";305001025665;305001025665;30500102566501;PREESCOLAR HERMANOS GRIMM´S;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS COLORES;0;KR 78b 52 11;5019675;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025673;305001025673;30500102567301;INSTITUCION EDUCATIVA COLOMBIANITOS;PRINCIPAL;10;LA CANDELARIA;924;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOSTON;0;CL 56 36 72;217 39 39;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025690;305001025690;30500102569001;JARDIN INFANTIL MAGICO UNIVERSO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS PALMAS;0;CR 43 A 43 23;232 60 14;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025746;305001025746;30500102574601;A.B.C. CENTRO EDUCATIVO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOMBONÁ No1;0;CR 39 47 03;305 444 03 61;2022.0
6;ZONA SUROCCIDENTAL;"";305001025801;305001025801;30500102580101;CENTRO EDUCATIVO PINCELADAS DE COLORES;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL RODEO;0;CL 4 SUR 53 09;3618291;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025819;305001025819;30500102581901;COLEGIO CENTRO FRATERNAL CRISTIANO;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;No Oficial;URBANA;Urbana;PRADO CENTRO;0;CR 45 57 44;3582749 - 3104740686;2022.0
6;ZONA SUROCCIDENTAL;"";305001025827;305001025827;30500102582701;CENTRO EDUCATIVO PEQUEÑOS ANGELES;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN BERNARDO;0;CR 78 32 B 09;3414370;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025851;305001025851;30500102585101;CENTRO EDUCATIVO PARA LA FORMACION EN COMPETENCIAS COMPUCEC;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;VILLA NUEVA;0;CL 55 43 35;4442494 ext 104;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001025860;305001025860;30500102586001;CENTRO EDUCATIVO INTEGRAL CAMPESTRE SENDEROS DE PAZ;PRINCIPAL;60;SAN CRISTOBAL;936;0;NO OFICIAL;No Oficial;URBANA;Urbana;CORREGIMIENTO SAN CRISTÓBAL;Cabecera Urbana Corregimiento San Cristobal;CR 121   69 117;3504166805;2022.0
5;ZONA SURORIENTAL;"";305001025878;305001025878;30500102587801;CENTRO EDUCATIVO HOLA BEBE;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;POBLADO;0;CR 30 10 331;311 80 40;2022.0
2;ZONA NOROCCIDENTAL;"";305001025886;305001025886;30500102588601;CENTRO EDUCATIVO MI SEGUNDO HOGAR;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;PICACHO;0;CL 97 84 41;2436973;2022.0
3;ZONA CENTRO ORIENTAL;"";305001025959;305001025959;30500102595901;CENTRO EDUCATIVO LUZ DE MEDIA LUNA;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;No Oficial;URBANA;Urbana;PRADO CENTRO;0;CL 59 45 D 56;2543875;2022.0
5;ZONA SURORIENTAL;"";305001026041;305001026041;30500102604101;COLEGIO PILARES DEL CASTILLO;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;POBLADO;0;CL 11 A SUR 43 A 49;3229757;2022.0
6;ZONA SUROCCIDENTAL;"";305001026068;305001026068;30500102606801;CENTRO EDUCATIVO PELICANOS;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN BERNARDO;0;CR 72 26 61;343 41 94;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026076;305001026076;30500102607601;CENTRO EDUCATIVO GIMNASIO CANTABRICO;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;SIMON BOLIVAR;0;CR 83 42 16;416 35 86;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026084;305001026084;30500102608401;CENTRO EDUCATIVO PACHAMAMA;PRINCIPAL;70;ALTAVISTA;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN PABLO;0;CL 31 AA 107 74;4122219-4129566;2022.0
6;ZONA SUROCCIDENTAL;"";305001026114;305001026114;30500102611401;CENTRO EDUCATIVO PALETA DE COLORES;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN PABLO;0;CL 19 54 15;2056614;2022.0
6;ZONA SUROCCIDENTAL;"";305001026122;305001026122;30500102612201;PREESCOLAR Y CENTRO DE ESTIMULACION GRANDES EXPLORADORES;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;FATIMA;0;CL 30 C 65 F 46;2356193;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026149;305001026149;30500102614901;CENTRO INFANTIL ALEGRES PERSONITAS;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;CONQUISTADORES;0;CR 66 35 21;2652969;2022.0
5;ZONA SURORIENTAL;"";305001026165;305001026165;30500102616501;CENTRO DE DESARROLLO INFANTIL LA CASA DE LOS SUEÑOS;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS BALSOS No.2;0;CL 20 A SUR 22 356;3043366068;2022.0
3;ZONA CENTRO ORIENTAL;"";305001026181;305001026181;30500102618101;CENTRO EDUCATIVO AMIGUITOS CREATIVOS;PRINCIPAL;8;VILLA HERMOSA;924;0;NO OFICIAL;No Oficial;URBANA;Urbana;VILLA HERMOSA;0;CL 57 DD 22 B 16;2848337;2022.0
6;ZONA SUROCCIDENTAL;"";305001026190;305001026190;30500102619001;PREESCOLAR GEPETTO;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA GLORIA;0;CR 84 B 15 A 95;3415379;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026203;305001026203;30500102620301;CENTRO EDUCATIVO NUEVOS LIDERES;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;FLORIDA NUEVA;0;CL 44 A 71 22;2507364;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026211;305001026211;30500102621101;CENTRO EDUCATIVO EL CASTILLO DE MICKEY;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;CL 38 B 79 48;4120653;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026220;305001026220;30500102622001;CENTRO EDUCATIVO CRECER SOÑANDO;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;ESTADIO;0;CR 70 A 51 31;2300297;2022.0
2;ZONA NOROCCIDENTAL;"";305001026238;305001026238;30500102623801;CENTRO EDUCATIVO FORJADORES DEL MAÑANA;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;BOSQUES DE SAN PABLO;0;CR 70 74 90;441 14 33;2022.0
6;ZONA SUROCCIDENTAL;"";305001026254;305001026254;30500102625401;PREESCOLAR AMIGOS DE LA CIENCIA;PRINCIPAL;13;SAN JAVIER;930;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;SAN JAVIER No.2;0;CR 96 47 A 33;4940736;2022.0
2;ZONA NOROCCIDENTAL;"";305001026262;305001026262;30500102626201;INSTITUCION EDUCATIVA ANDREAS PETER HAURI;PRINCIPAL;7;ROBLEDO;923;0;COBERTURA CONTRATADA;NO OFICIAL;URBANA;Urbana;Palenque;0;CL 76 89 A 35;3044847500;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026271;305001026271;30500102627101;CENTRO INFANTIL AVANZA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;LA FLORESTA;0;CL 47 D 80 41;2505681;2022.0
6;ZONA SUROCCIDENTAL;"";305001026289;305001026289;30500102628901;CENTRO EDUCATIVO PEQUEÑOS FORMADORES;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA GLORIA;0;CR 83 17 17;345 7434 - 603 3171;2022.0
6;ZONA SUROCCIDENTAL;"";305001026301;305001026301;30500102630101;CENTRO EDUCATIVO INTERNACIONAL LA SABIDURIA;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA PALMA;0;CL 28 80 71;3475451;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026327;305001026327;30500102632701;CENTRO EDUCATIVO VENUSITOS;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA AMÉRICA;0;CR 86 42 C 44;2520627/2538179;2022.0
1;ZONA NORORIENTAL;"";305001026335;305001026335;30500102633501;COLEGIO BASICO SANTA MARIA DE LA CRUZ;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CRUZ;0;CR 23 C 75 C 246;2313169-2331133;2022.0
2;ZONA NOROCCIDENTAL;"";305001026343;305001026343;30500102634301;COLEGIO LUIS AMIGO Y FERRER;PRINCIPAL;7;ROBLEDO;923;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;Tulipanes;0;CL 65 C 94 C 80;4460612-4485168;2022.0
5;ZONA SURORIENTAL;"";305001026378;305001026378;30500102637801;CENTRO EDUCATIVO MUNDO NUEVO;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;BUENOS AIRES;0;CR 31 46 57;2392570;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001026386;305001026386;30500102638601;CENTRO EDUCATIVO MUNDO DE ALEGRIAS;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;SIMÓN BOLÍVAR;0;CL 35 84 34;3207623221;2022.0
5;ZONA SURORIENTAL;"";305001026408;305001026408;30500102640801;CENTRO EDUCATIVO LA ALEGRIA DE EMPEZAR;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;LA MILAGROSA;0;CL 43 28 22;2698848;2022.0
6;ZONA SUROCCIDENTAL;"";305001026416;305001026416;30500102641601;CENTRO EDUCATIVO MI CASITA ENCANTADA;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;SAN BERNARDO;0;CL 21 A 76 44;3432950;2022.0
6;ZONA SUROCCIDENTAL;"";305001026424;305001026424;30500102642401;CENTRO INFANTIL PREESCOLAR MI MUNDO ALEGRE;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA PALMA;0;CL 29 80 04;5395825;2022.0
4;ZONA CENTRO OCCIDENTAL;21535648-02;305001026432;305001026432;30500102643201;CENTRO EDUCATIVO MI PEQUEÑA JUNGLA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA AMÉRICA;0;CL 35 85 D 05;5856318;2022.0
5;ZONA SURORIENTAL;21551184-02;305001026441;305001026441;30500102644101;CENTRO EDUCATIVO AMIGUITOS PENSADORES;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;LA MILAGROSA;0;CL 40 A 31 13;2160984;2022.0
6;ZONA SUROCCIDENTAL;21206159-02;305001026459;305001026459;30500102645901;CENTRO EDUCATIVO LUNITAS;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;BELÉN RINCÓN;0;CL 1 77 A 92;3418650;2022.0
3;ZONA CENTRO ORIENTAL;21374496-02;305001026467;305001026467;30500102646701;CENTRO EDUCATIVO PEQUEÑOS TRIUNFADORES;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;No Oficial;URBANA;Urbana;CHAGUALO;0;CL 61 A 55 A 66;5133332;2022.0
6;ZONA SUROCCIDENTAL;21470997-02;305001026475;305001026475;30500102647501;CENTRO EDUCATIVO INFANTIL ARLEQUIN;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;ALIADAS;0;CR 84 B 9 19;2773926;2022.0
4;ZONA CENTRO OCCIDENTAL;21530735-02;305001026483;305001026483;30500102648301;CENTRO EDUCATIVO PEQUEÑOS EXPLORADORES;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;SAN JAVIER;0;KR 98 A 47 E 45;2523925;2022.0
2;ZONA NOROCCIDENTAL;21423123-03;305001026530;305001026530;30500102653001;JARDIN INGLES CAMPESTRE;PRINCIPAL;11;LAURELES ESTADIO;923;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;LOS COLORES;0;CR 79 53 75;4216155;2022.0
5;ZONA SURORIENTAL;21488963-02;305001026564;305001026564;30500102656401;JARDIN INFANTIL MAÑANITAS;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS PALMAS;0;CR 10 16 A SUR 56;3172711;2022.0
3;ZONA CENTRO ORIENTAL;21591622-02;305001026599;305001026599;30500102659901;PREESCOLAR MI MUNDO MAGICO;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;GERONA;0;CR 36A 43 17;2176802/4175709;2022.0
5;ZONA SURORIENTAL;21576418-02;305001026611;305001026611;30500102661101;REDCOL - COLEGIO VERMONT MEDELLIN;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;EL POBLADO;0;CL 11 SUR 29 E 197;5209370;2022.0
3;ZONA CENTRO ORIENTAL;900467412-0;305001026726;305001026726;30500102672601;INSTITUCION EDUCATIVA PREVIA;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;LOS ÁNGELES;0;CL 57 42 48;4481678;2022.0
4;ZONA CENTRO OCCIDENTAL;21489916-01;305001800014;305001800014;30500180001401;GUARDERIA Y PREESCOLAR CASTILLO DE COLORES;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;LA AMÉRICA;0;CL 44 A 89 40;2530133;2022.0
6;ZONA SUROCCIDENTAL;21475426-12;305001800031;305001800031;30500180003101;SEMILLITAS DE MOSTAZA CENTRO DE DESARROLLO INFANTIL;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;EL NOGAL -LOS ALMENDROS;0;KR 78 32 D 27;5591108;2022.0
3;ZONA CENTRO ORIENTAL;21098761-03;305001800049;305001800049;30500180004901;INSTITUTO DE EDUCACION FORMAL Y NO FORMAL ALIANZA ACADEMICA;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;VILLA NUEVA;0;KR 45 55 37;2545354;2022.0
6;ZONA SUROCCIDENTAL;21407453-01;305001800057;305001800057;30500180005701;CENTRO INFANTIL MIS PEQUEÑINES;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;SAN BERNARDO;0;CL 26 B 70 93;3435210;2022.0
